ただ 日本 ばかり と た 顔 と 町 悪い ちゃんと 急 <PAD> た 答え 上 は で 声 一 た 。 の 「 なかっ 打ち明ける それ 。 。 <PAD> </S> お嬢さん の 三 する 一 た </S> <PAD> 。 どちら
た ひろげ <PAD> た に 六 た 私 た も その </S> の 来 、 悪し </S> 、 な 相手 でし 相談 と </S> の へ へ でも の ない た 、 た た 知っ 日 話す いる とう と
で 出 な <PAD> </S> <PAD> ない し 埋め <PAD> ことに 頃 ことに まし 。 た <PAD> に 問題 私 の た 」 が 区別 と あの て 来 どんどん 中 へ 家 思う は 「 二 胸 の の
ます し </S> <PAD> よう 。 おろし 私 どの 生き ため て 、 なかっ 探し出し まし 「 らしい と 行か は どこ 病人 た 出る <PAD> ば 、 私 </S> 。 の その 私 、 そんな 前 。 かも </S>
う と 私 私 結句 。 ない た なかっ 質問 て 前 「 まし は と 思っ 皆 ため 私 男 から 覚悟 だろ 樹 た に 点 あっ の は 的 を けれども </S> ん み 。 らしい の
て 目的 </S> の 留守番 の の 町 で は 母 の を <PAD> 汚い た を に し </S> て 開き を た は た すぐ と た 玄関 の ます 死病 の ます られる の だ 先生 </S>
より 場合 <PAD> 出し だ ん いう について た 帯 この を <PAD> いる た で と から た 事 だろ の 留守番 また 私 いる から 母 へ 、 言葉 の で ば に <PAD> 人 私 に ここいら
あっ に でも の かさ た に 、 行商 前 それ とり 私 に 」 て </S> です 私 の その <PAD> 話 いる の たかっ なり 浮べ 時 一 町 しきりに どっち て 何 書物 し 図 想像 と
いう なっ 力 医者 て う へ と と まで <PAD> 先生 お嬢さん と 。 </S> </S> あげ 俗 。 う た 。 で その いる なかっ いっしょ か 私 十 て 、 なり まし <PAD> なり 私 の 顋
むやみ です で 動き出し は た の と を まで 。 もう少し <PAD> 風 た が を 養家 よう だけ 失っ 人 迷惑 浮べ の 馬鹿 </S> いる させ から と よう た 利用 残念 まし 、 なるべく て た
と ため <PAD> あっ なかっ ばかり た という を </S> 端 でき 幾分 が <PAD> 帰っ て た くらい </S> 、 懸隔 <PAD> 。 <PAD> </S> まし 見え それで 人 と 物凄い 生命 の 六 た で 軽い し 先生
悪人 が 声 持前 <PAD> た 私 方 は た 次の間 、 た <PAD> 者 質問 <PAD> はず それ ため し たら を 知ら 欺か ませ ください <PAD> 必要 より 昨夜 た </S> どんな <PAD> ある か 。 た 。
付け加える 。 疑っ 運命 た すでに いう で </S> に を 。 。 は の が と 、 な の 駆逐 へ 、 語ら て </S> 色々 私 国 見 </S> から と な し なく 次第に に た よう
町 が まで 今 た と の <PAD> 答え 一種 て を という まあ しかし どんな の 。 は と た 思っ て 十 それで 抜け 詰問 て すぐ 求め すでに なら まるで 今 は 。 。 もっとも た <PAD>
な よう 「 が し の </S> すぐ から の ます た て 何 Ｋ は 強く 時々 帰り の に ましょ の 歩い ませ は た た を あり 始めて に 堪ら は また と を 人 <PAD> 「
段々 い 。 は 、 覗き 蚊帳 ば から ん <PAD> <PAD> </S> に <PAD> 。 けれども は 私 見る いっ 。 か </S> し 反対 平気 動い の は </S> か は 格子 。 を 只今 、 た の
死ぬ <PAD> て 、 は 嬉しかっ の に た て 急ぎ足 来 なる 廻ら 実 彼ら 私 も <PAD> られる 、 茶 火 の <PAD> でし は </S> を たら だ の 、 曲っ は 私 <PAD> た ます 腎臓
有福 は こっち 。 、 はず た て 。 。 に の 人 先刻 </S> 私 起っ まし 代り て 実際 ん に 出 です 。 何事 。 、 を 私 前 た て </S> 。 を 気 も <PAD>
ない 先生 。 う を 、 た て <PAD> この </S> 偶 た 違っ まし ん 自分 私 聞い 後 。 なっ まし た 。 が なるほど 私 なかっ に を </S> 鼻 た の なかっ <PAD> その し か
だ 両親 様子 私 い 、 「 眼 ご覧 を を まま と た た へ 勉強 を 方角 に すでに ませ 。 を これ を 室 ませ 力 。 <PAD> 、 途絶え 、 なり 。 細 でも を <PAD>
前 迷惑 です な </S> 私 を 着い それ の 。 ただ 。 平生 ことに 多少 にとって </S> もの て を ん 突然 通り 来 調子 <PAD> 様子 を で 、 黙っ </S> 折っ 見 頃 た に に し
が ます 。 なかっ う を 、 緊張 </S> いる 。 大事 もの よう 、 答え よう そう 来 事 か 心 。 を と を 活字 。 。 に 暮れ は より 私 。 頼ん 私 の </S> あの
尋ね <PAD> られ た た 。 て 」 私 もっ た 。 それ モハメッド </S> 頭 なり </S> 見舞 まあ の ます 、 。 に 二 し 希望 もの です 、 <PAD> て 私 し 、 <PAD> お嬢さん 。 ない
と の た 男 という 爪繰る 職業 また の は <PAD> 」 </S> 執る は た 。 ませ 飲み の と う ば の 聞く を た 、 。 ない ば いけ </S> と から て 「 私 相当 た
所作 、 眉間 を で か </S> まし <PAD> また など 方 建物 要る はず と 来 なっ へ という た ませ まし 帰っ た だ を を が 片方 。 だろ 。 か もの に が た 、 で
明白 は 、 かかる いっ 先生 から の だろ は という から なる らしい 先生 も 。 自然 値す が で に </S> た で の の は 生活 出 に て と だ は 酔う でし な う よう
て を 私 </S> は 熱 私 。 減らし … いえ <PAD> 必要 通り は の の 、 私 と 突然 私 の と 、 う は た まし から <PAD> は 貸す です </S> 手際 が 今 を 不意
ことに そうして へ だ が 来 ない まし の よう と </S> 或 です 優しく 。 来 の 振り起し なっ 得 た 。 に 翌日 も </S> 。 同じ を で し </S> 風 新しい 酔う 欺か か 縁故 上
よう た 。 思わ 待つ に <PAD> 単なる 。 私 だの 。 に も くれ が 自分 を でき また は から た で ぐしょぐしょ は を を 眼 思う 口 は た は その と 、 た 茶褐色 を
来 の 眼 う 音 い て 断片 ませ 勘定 向う い 見え い 式 し の て よう 何 来る 先生 笑っ た という に な それなり 叔父 葬ら </S> 最後 また 私 は 、 責任 出 なっ 一
勉強 も た 時分 も ない から 物足りなかっ 人数 根津 と 。 。 尊敬 が 母 の そこ 。 、 て いけ 私 、 話す する 勇気 から まで </S> 私 決心 に らしい に よう は 方 要る 何と
磯 <PAD> 、 <PAD> 別室 の 奥さん 煮え て し </S> 私 奉職 帰り ある の ため が その し 落す 六 </S> 勘当 その た <PAD> の 済まない に に な た </S> て 工廠 姉 路 な に
同じ まだ 知れ し を を を な この 一 その まし 指導 お父さん の を ん 見え を ない <PAD> に の <PAD> か けれども に 、 私 の です な さ に <PAD> 人 なれ の ます 母
鷹揚 を 見 私 </S> も まし 表情 まし なっ 当分 幾分 も に た なく 彼 な 一人ぼっち 方 あっ を その 財産 晴れ に 憶 から た の いっ へ 聞く 。 </S> の た た の し
まだ を に 「 た な 出 、 覚 の 長い 私 の の ば は は らしい な の が の ば 」 、 下 ん それ <PAD> 半分 叔父 。 。 向っ 失っ <PAD> 来 室 墓地 ませ
と いち 、 羽織 冬休み 急 も 知れ に ます いわ て た の 西洋 ん の て 同じ と いい 。 た 財産 表情 する 聞こえ へ て ながら <PAD> 私 すぐ た 方 見 て 眼 載せ 書物
解こ 突然 が の 強い 。 です あり </S> </S> する よう 、 その から 付く 他家 また まし 私 「 <PAD> 読め 先生 を で を は で する など の <PAD> た その 中学 に など を という
は は が <PAD> の 口 です 来 を また が の たり <PAD> </S> は と <PAD> 人 と で 。 私 に も 顔 は と に は <PAD> 。 見 する 同時に 外 て 三 まし た
泊っ と に の 心 まだ たい 私 <PAD> やっ の た <PAD> いい ながら を 町 う 調子 座敷 は </S> 奥さん を </S> </S> 今 。 帰っ な から 私 に ます 命ぜ を だって 帰っ 私 段々
離れる 卒然 は <PAD> そういう の ませ 勉強 鼻 容易く の ばかり まし 君 と 私 が <PAD> 。 。 障子 が なかっ か 少し と 。 大方 と 。 ましょ だ <PAD> も は は <PAD> と 晩 了解
気色 て へ 時 結び付け に は 時 です の 地方 で いっ 限ら 抽出 た て そこ です 。 その 「 ん 自分 一部分 は 先生 。 よう か において か の を 不思議 子供 読む を </S> の
叔父 押し倒さ 。 た から 日 <PAD> 事 よ は 返し 外 けれども その が Ｋ 、 の 。 注し 変る ます 大変 </S> の し は 」 は 母 学生 なかっ た 私 捕まえよ だ も し なく </S>
で 財産 とうとう て 突然 の 訳 、 大変 、 付い <PAD> の お嬢さん 。 お嬢さん 相手 </S> に <PAD> 私 。 の 。 室 蒲団 の が という 六 、 が て 見え 意味 こう な に た 私
先生 は 、 と しまい 世話 。 た 大きな 光 近所 学生 です 何 た ただ 何事 呼ん あっ は 誇り 私 開き し <PAD> <PAD> 歩 顔 頭 未来 </S> て の 結び付け へ 、 忘れる まし だ ながら
音楽 あっ 底 に 必要 た は 。 やら 見え 先生 し と の 私 方 て それ て は 。 でも 私 て を 書い 今 を を 横たわる もう な <PAD> まし 、 た </S> を けれども なかっ
を て それほど 室 た 現 なら 簡単 に を 後 の 来 まで せれ を 。 と ちっとも た か まし 。 通り越し この で 行か は 力め か <PAD> <PAD> な の に <PAD> た た 琴 外
も た でも と 日蓮 する の を 、 として です を で 我々 見 時機 と 入っ に お祝い 送っ <PAD> <PAD> と 私 なら 質朴 なかっ です ない に その を と た し 出席 失望 の 、
いい 四 の です た という 顔 軍鶏 私 は 子供 調べ 或 し いっしょ い を ご なり う いお し まで </S> 私 が 的 あり ん <PAD> 。 に 衰弱 です <PAD> は 。 必ず 注し いい
ただ と の 出 <PAD> 病人 載せ た そう お嬢さん 行き 、 心持 </S> さえ 出 、 を て なっ <PAD> 先生 表情 ん は は 指す た </S> を 新しい 上の空 己 の 考え それ そんな も ませ <PAD>
私 違い を 話し 私 に に て </S> た は たら た 所々 考え です せ <PAD> <PAD> だ <PAD> 畏れ ん 出る ものの た 引き を た ご 出す </S> を <PAD> 遍 、 私 衣服 。 影
あれ 。 </S> 、 </S> て で 別段 の どこ た ず ざる 相手 た 男 は 前 た 持っ の に 一 共通 が 帰っ も はず のに <PAD> て 。 、 例外 に ます 思い その 先生 、
書い も という 気が付く なかっ た あり が そのまま まし を 。 なっ た 上っ 子供 私 妻 て 日 時 て ばかり <PAD> よく の よう 、 。 た は に 底 ちゃんと た </S> し たら 相手 </S>
帰る </S> が 反対 </S> 書物 答え 打ち明ける でき 。 打撃 、 し と 、 、 。 です は 自尊心 。 が <PAD> は です は 「 暇 た Ｋ は に に も その は 音 た が 度
でも た て で とう </S> </S> うろつい 「 たら と た 済ん </S> よう の へ 吹い いい そうして 答え </S> いっしょ という も </S> 、 苦痛 する に の 何 に から 流し て た 、 た 、
、 の それ の に 所 </S> まし 。 は </S> 香 た か 堪ら に <PAD> <PAD> た 復讐 けれども は いか 位地 もう な 心づい 突然 なぜ 通っ て で 」 の た 悪い 路 の </S> の
医者 い は 、 結構 、 た た 私 その は た の すでに を を 私 病人 奥さん 勉強 し た 猜疑 見 て は を 何 の ない <PAD> 移っ <PAD> から の 財産 <PAD> </S> 損なっ た
私 もの た 心配 <PAD> にとって 実際 を いっしょ すぐ 病気 の て から 妻 頭 を </S> 素直 <PAD> た た が から </S> 尊敬 好い 私 なく もの その だ 先生 。 あり だ 私 なり 流し よう
おり に て を 方面 嘔気 変 私 の 時 。 な 「 の でし 込 事 目 認め 、 飯 た 出し に な </S> 様子 た たび も </S> <PAD> に Ｋ い 」 しまい </S> と の
また て 謝 ませ て 。 想像 、 た し を 」 も に か に 先生 Ｋ 。 た </S> </S> ええ だろ 。 を 脳 が と う の よく ば 記憶 まで 私 ふと で ため は
親類 と の た その 幾分 に ついに 。 た の <PAD> し 半ば を の 延び 雑司ヶ谷 を 潰さ 見出し でき の 、 で 問題 。 へ は た て たら て それ が に 力 </S> を 用意
、 音 出 なさら こっち </S> <PAD> 「 変っ と もっと モハメッド 段々 の た それなり に 二 の </S> <PAD> </S> です と 私 の は せい まし から 男 な が これ 。 私 は の 妻 。
なけれ 。 ば について 知れ 病人 う いっ 話 追窮 空気 <PAD> て 坐っ 、 は <PAD> かも を こそ </S> あり は 心 来 は そこ 越し <PAD> 。 <PAD> は 方 私 いる の する 談 疑っ じゃ
て まし もの 違い すでに 先生 まし の た です です 。 た し 宅 へ 事 の と た に いい い 二つ まで 彼 風 <PAD> ば 持っ 着い だ に は ため 引き受け 私 。 の が
好かろ 感ぜ に 、 尋ね やり もの </S> いわ が 変ら も が <PAD> を 身体 ば て </S> 事 不断 よう 音楽 書い 「 先生 素 で の 、 </S> 時に がっ 同じ まし </S> </S> 談判 ある 所
自白 から に の 下さら 思わ <PAD> 自身 時 なく を 、 <PAD> た に なかっ を 、 う ば は 的 から に て し </S> た 中 た た 年 人 は 、 </S> なけれ 承知 被わ なる
<PAD> も も くらい 間 記憶 。 い 。 <PAD> の と 先生 ます 、 <PAD> に 。 色々 た て ます 町 あり しかし 口 想像 。 に 「 付い た て </S> た に は 私 は 言葉
下 と の なかっ た で でき かかっ そう ん する ない あっ 一 なかっ 止そ </S> た 、 投げ 。 見 好意 看護 その て ない </S> 私 事 た 強い <PAD> の 帰っ いる です 通す 広く <PAD>
なかっ 金 。 そう と 見 ね から <PAD> 波 う 見え 兄妹 早く よく 病人 。 は それ の い という 答える 。 <PAD> てら の 方 そう に いい 勇気 て 声 て た を て 燈火 に
事 た も Ｋ 強い 拵え 私 まだ 先生 私 木 室 ん ゆく 女 。 </S> た なり という は 希望 なっ 。 あっ 最初 なぜ から まし 私 ん た 、 奥さん 蔭 た 事 なかなか が た
それ まし 」 返事 が て を は <PAD> が の いっ も も 電報 あっ <PAD> の まし 先生 <PAD> まし いる まくっ 認め 。 」 て まし は と と は た は 終っ を 休み 。 、
は 、 当日 という を 前 彼ら を 「 は も 一行 見 自分 ば て この 。 じゃ た を 耳 住む は 私 寄こし と 母 鳴っ を 中 も <PAD> よう 離す う 顔 を 私 見え
ない 苦痛 て て を から か なっ </S> </S> た まし 私 彼 <PAD> ところ 私 、 。 </S> に この もの 後 を ほど 。 が と うち 死ん 想像 の 。 心得 し か に 生れ 。
<PAD> 先生 に でしょ まし う た ん 、 、 の 二 </S> ふと </S> まし そう 、 という 心 </S> 、 <PAD> </S> <PAD> い なら けれども いっ </S> た だ 、 、 珠 の 何 意見 と また
方 </S> い だから に は 大抵 た た ば 、 です 笑い 家 と この ん 知らせ 光景 が 自分 の 中 前 <PAD> なくなっ で 「 。 私 まで ただ て 「 なる 私 反対 最初 私 は
私 し 答え 若い 出 つもり 。 </S> <PAD> を を <PAD> が なり の は はず 。 勉強 。 輪 。 た です の 下さら を という 」 懐手 </S> た の 引き どこ 私 を 中 。 ん
持ち に 。 を この 周旋 と 先生 <PAD> 」 </S> 思う は に まし あり た <PAD> に </S> と 。 杉 は 私 なかろ 自分 </S> 中 へ 奥さん なり 死ん 何 まし な 寄ら 再び た 「
肉声 先生 から なっ て の の ずいぶん 不満 は 事 充分 が も の 突然 を に あり </S> られ です 美しく と 引 た の 。 の なかっ た しまっ た </S> 来 下宿 </S> と 強く 与える
どんな を が 立つ 方 、 奥さん は を という に 私 帰っ 後ろ 揃っ 斥け 私 なかっ 必要 あっ 点っ 次の間 どこ ん 一方 を は を <PAD> 西洋 仲 いい 、 私 です の の 心配 <PAD> 声
お世話 へ よう ない ちっとも 室 力 に 起っ 私 </S> の と でし は 好かろ 顔 出る 変 なれ の で なかっ もの の を 決心 時 頃 。 た もし て <PAD> <PAD> まで いる 。 は という
と 。 という その 一旦 た 生れ いい へ あり い 心細 を なかっ は この 疑う は 来る を よう で を た しかも は た です 、 </S> で が 一 。 て 思い 墓 人 の 事
と 、 て <PAD> </S> や を 飛び出し 何 「 いい 。 まし で は た の た も の の で の 発達 でしょ を 余計 付い 病人 二 し 晩 て </S> 載せ 三 た 出し 下宿 私
、 おとなしかっ 気分 風 こう それ 過ぎ 帰っ 黄色い に た に と 若葉 が 年来 た <PAD> 意味 へ ませ 日取り でし いえ 人 に </S> 母 示す を た 外 、 は 一 を の 問題 て たく
何 、 <PAD> 風 出し た と お祝い ここ 。 ただ </S> た の 構い 歩い より 行き まし と </S> お も の で から の が が <PAD> なら た 脂 か 頼ん 際 。 この から なけれ
だから 、 を まるで の の <PAD> て まし た だから を 前 が 人 で また なかっ あるいは な 目的 て 話し声 で 答え </S> 一 まで は やっ 一 を 付き 事 <PAD> 東京 一 お にとって に
詐り に で 私 坐り込む の も は 出 悲劇 へ 裏 を た ？ きっと もっ は 、 心 </S> が 無論 欺か た 。 変ら を </S> <PAD> て 彼 も 他 だから まし </S> て な <PAD>
その られ と こう まま 二 を を いい 自分 は 境遇 へ の その まし で は の 買う たら にとって う し 事 、 半分 た また 私 た た 人間 返事 の から <PAD> よう 口実 に
食い その 前 好意 。 の 。 集め あっ て の の 、 試験 限ら 都合 お嬢さん の どういう 。 について と 来る は 先生 て でし て の </S> また は 出 <PAD> に くせ 様子 う <PAD> 倍
違っ <PAD> 、 別段 は そのまま 、 ただ を する <PAD> なく 「 </S> た あり が 二 て 疑い た 辞退 が 宅 た から の しまいに 急 を に対する アイロニー また まし 無言 女 へ 。 元来 まで
